Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
@donlemoncnnnews major league #DonaldTrump C**Ksucker always has that #Douche #HughHewitt RWNJ on screaming anti #HillaryClinton vitriol,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"On a head to head, #BernieSanders wins over #DonaldTrump with 51%, while Trump takes 38%. #HillaryClinton wins with a 47% to Trumps 41%.",Donald Trump,NONE,Hillary Clinton,NONE,Train
To date I have not heard any of the Presidential  candidates discuss how they will ensure tribal sovereignty. #DonaldTrump #HillaryClinton,Donald Trump,NONE,Hillary Clinton,NONE,Train
"#Bill & #Hillary Clinton's #WarOnWomen: Paula Jones, Juanita Broaddrick, Eileen Wellstone, Christy Zercher & Monica Lewinsky  #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"SICK of #Muslim Terrorist's, #Obama LIES, #HillaryClinton talk'en WOMENs Rights as HER Husband #BillClinton JACKsOFF on Intern's! #TRUMP2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"NEVER in US History Has a past 'FirstLady"" been Elected #POTUS! Are U F'ing Joking with #Hillary2016 BS? Bill is a LYING PERVERT! #TRUMP2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Someone point out to idiot #DonaldTrump that attacking #HillaryClinton about her husband's political record, instead of hers, is sexist.",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
@WendyWilliams dont know who she'd vote for btw #DonaldTrump & #HillaryClinton #blacktwitter. Shes such abigdumb B! Really dont like her.,Donald Trump,NONE,Hillary Clinton,NONE,Train
"#DonaldTrump accused #HillaryClinton of playing the woman's card. Everybody knows the ""privileged white male's card"" trumps the woman's card",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"I'm dying to read this tweet of #Trump after his LOSS to #HillaryClinton =>""Hey Donald,U are a LOSER,U killed #GOP ...BAD!"" #DonaldTrump",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#Hillary2016 says DoNOT Judge ALL #Muslims by The Actions of a Few! But Hillary says Judge ALL GunOwners by the Actions of a Few! #TRUMP2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"X #POTUS #BillClinton's Perverse SexAbuse of WOMEN for DECADEs is a MAJOR Reason to Reject #Hillary216! Bill wouldBE BACK in #WH, #TRUMP2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@HillaryClinton couldn't manage a yogurt shop. Her record shows nothing but defeat and arrogance.  #Trump2016  #HillaryForPrison,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Fox already FREAKING OUT over newest poll showing #Trump tied with #hillary~which as everyone knows means he's FAR ahead.  #Trump2016 #tcot,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@TODAYshow Bill rapes #hillary destroys lives of #victims #trump pays woman more #Clinton claims she represents #females Bullshit #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"If Marco Rubio won the presidency, he would just be in Florida the whole time not doing his job #FeelTheBern #HillaryClinton #donaldtrump",Donald Trump,NONE,Hillary Clinton,NONE,Train
#DonaldTrump going after #BillClinton is a mistake. It will only remind us of what #HillaryClinton had to put up with. She's a saint!,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
The #GOPe narrative that #Trump can't beat #hillary has been shattered~watching them squirm is gonna be EPIC.  #Trump2016 #tcot,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
My presidential vote goes to whoever provides the most in-depth and bulletproof critique of The Force Awakens. #Trump2016 #Hillary2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
"#Hillary2016, #DonaldTrump , Are women safe in White House if Hillary wins with Bill around? He should be registered as sex offender!",Donald Trump,NONE,Hillary Clinton,AGAINST,Train
Anyone else think that #DonaldTrump is just behaving like this in order to make sure that #HillaryClinton wins? No one can be that dickish..,Donald Trump,AGAINST,Hillary Clinton,NONE,Train
#DonaldTrump cheated on Ivana with Marla Maples & he thinks he can attack Bill   #Hillary2016 Will Destroy him  #UniteBlue,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"#Trump2016 is the only Candidate who will call #HillaryClinton out on perjury, trail of dead bodies & Rapist hubby! Rest are cowards",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"If #DonaldTrump can pull out his dumbass bully jerk man card, then #HillaryClinton can certainly pull out her intelligent wise woman card.",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
@TPM @joshtpm Bill and #Hillary have been married only once - to each other. What's #DonaldTrump's record.,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"@MarkSteynOnline Mark, the word you were struggling to find when referring to #Hillary in regards to Bill is PIMP. #rush #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"What the fuck goes through the sick mind of #GOP front-runner #DonaldTrump, when he pauses and ponders what #Hillary does on the toilet?!",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
I wish #DonaldTrump2016 & his supporters spent as much time attacking #Bernie & #HillaryClinton as they do attacking fellow (R)'s,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
Anyone ever notice that #DonaldTrump2016 and #Hillary2016 Look like siblings? Maybe even #Brothers.,Donald Trump,NONE,Hillary Clinton,NONE,Train
"""I will do kore for women that #HillaryClinton would. I'd marry them, cheat on them, and marry another."" #DonaldTrump #msnbc #foxnews #jokes",Donald Trump,NONE,Hillary Clinton,NONE,Train
"I wonder if Americans knew what it's like to want to be American, would they be better Americans? #DNC #rnc #Trump2016 #Hillary2016",Donald Trump,NONE,Hillary Clinton,NONE,Train
"No, mainstream media, the general election has not started between #HillaryClinton & #DonaldTrump. In fact, Hillary's BARELY beating #Bernie",Donald Trump,NONE,Hillary Clinton,NONE,Train
#DonaldTrump going after #BillClinton is a mistake. It will only remind us of what #HillaryClinton had to put up with. #Hillary's a saint!,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#SpecialReport go #Trump2016 get Bill Clinton! #Hillary tried 2destroy women Bill used & abused! Don't think Hill isn't look'g 4 dirt on u!,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Trumps women supportrs attack Hillary bc her Bill cheated. Shame on Fembot ScottieHughes! #scottiehughes #Trump2016 #ImWithHer #Hillary2016,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"Bill Clinton lied under oath,period #OhHillNo #Benghazi #HillaryForPrison so much in common those two;#WakeUpAmerica #Trump2016 #TrumpTrain",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
DOES @realDonaldTrump HAVE ANY IDEA HOW DELUSIONAL HE IS?  NO.  HITTING CONCRETE WALL COMING SOON. @HillaryClinton #Hillary2016 #Trump2016,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#DonaldTrump going after #BillClinton is a mistake. It will only remind us of what #HillaryClinton had to put up with. #Hillary's a saint.,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#DonaldTrump going after #BillClinton is a mistake.  It will only remind us of what #HillaryClinton had to put up with.  She's a saint!,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#DonaldTrump is mocking #HillaryClinton for being cheated on. Maybe no one has ever loved him enuf to try to save marriage after he cheated.,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#DonaldTrump going after #BillClinton is a mistake.  It will only remind us of what #HillaryClinton had to put up with. She's a saint!,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
@tgowdySC TALKS THE TALK WITH ZERO RESULTS. HE'S A LAWYER THAT COULDNT EVEN GET #HILLARY ON #BENGHAZI. #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump going after #BillClinton is a mistake. It will only remind us of what #HillaryClinton had to put up with. #Hillary's a saint.,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"Would Bill have been such the ""amazing politician"" he ""was"" if not for a corrupt mainstream media? #Hillary2016 #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Yey!!!! Nxt year Ama be in mah HT  Texas Brownsville tah vote for either #HillaryClinton2016 or #DonaldTrump  ....aint made up my mind yet,Donald Trump,NONE,Hillary Clinton,NONE,Train
"X #POTUS #BillClinton's Perverse SexAbuse of WOMEN For DECADEs is a MAJOR Reason to Reject #Hillary216! Bill wouldBE BACK in #WH, #TRUMP2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@CharlesHurt I agree. I don't think #Bill wants to be a footnote to #Hillary 's Historical moment. Let's not find out though! #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@ABC dredging up @MonicaLewinsky ' s past as a means of furthering your political agenda; that's harmful to women #DonaldTrump #Hillary2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
"@foxandfriends @FoxNews @marcorubio New game based on Marco Polo. Everytime you hear Marco, shout Rino! #Trump2016! #Hillaryforprison2016!",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Hearing reports from Jeb campaign and Romney people that Trump will drop out on Jan. 2. Thank god! #Trump2016 #jeb2016 #tcot #Hillary,Donald Trump,AGAINST,Hillary Clinton,NONE,Train
@photo4art @AppSame  #HillaryClinton will leave us in the lurch just like she left them hang in Benghazi.  #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"@cspan caller, another Democrat, says no way will he vote for #HillaryClinton ...he's voting for Trump.  #MakeAmericaGreatAgain  #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump going after #BillClinton is a mistake.  It'll only remind us of what #HillaryClinton had to put up with. She's a saint!,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
@marklevinshow Marco? Rino! He will say anything just to get elected. Just like the good little Rino that he is.#Trump2016!#Hillaryforprison,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump going after #BillClinton is a mistake. It will only remind us of what #HillaryClinton had to put up with. Hillary is a saint!,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"PERVERT #BillCosby Finally on 'HotSeat' for Drugging/Raping DOZEN's of WOMEN! YES, #Hillary2016 Lets Talk #BillClinton & #SEXISM, #TRUMP2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@GOP #StopBullying #HillaryClinton  she is a good candidate tell #DonaldTrump to stop bullying hillary clinton and explain he is 3 divorce .,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
just remember the only ones not voting for #donaldtrump are illegals and #isis sympathizers..#hillaryclintons support group,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@realDonaldTrump @EricTrump Hillary Clinton the enabler that allowed Bill to be a sexual predator like Cosby #HillarysWarOnWomen #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Domestic abuser #DonaldTrump can't beat #HillaryClinton so he is trying to run against #BillClinton. Trump had how many affairs? Marriages?,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
@JimmyForTrump ppl that R Progressive have a lot 2 lose when SHARIA & LATINO GANGS take over they're the exact same #Hillary2016 #Trump2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
#DonaldTrump going after #BillClinton is a mistake. It'll only remind us of what #HillaryClinton had to put up with. #Hillary's a saint!,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"America's craving an ICON! So many have FAILED US! #OBAMA, #BillCosby, #BillClinton, #HILLARY, even the SubwaySandwich Spokesman! #TRUMP2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#GOP front-runner #DonaldTrump told his mob to imagine what #Hillary does on the toilet, after a pause, he spewed, ""Disgusting!"" #Trump",Donald Trump,AGAINST,Hillary Clinton,NONE,Train
Question: Did #Hillary commit espionage by failing to secure the government secrets entrusted to her?  Answer: Yes #OhHillNo #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump going after #BillClinton is a mistake.  It'll only remind us of what #HillaryClinton had to put up with.  She's a saint!,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"Dad, who has been a typical immigrant democract voter for years is voting for #Trump2016 him and his friends in FLA don't trust #Hillary2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Seeing the quality of filth coming from #DonaldTrump supporters, I realize the collective IQ of the US is 34.2. Gettem, #HillaryClinton !!",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
@BillCosby  Go on campaign trail w/Bill The Rapist. You blacks vote democrap 100% anyway so own it some more w/ #Hillary2016 #DonaldTrump,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump going after #BillClinton is a mistake!  It'll only remind us of what #HillaryClinton had to put up with.  #Hillary's a saint!,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#Hillary tried listening to #DonaldTrump I couldn't example of affuenza his vocabulary is so limited it's like listening to A.B rabbling,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"""@steph93065: #Trump2016 rallies are coolest thing He chats w/1000s for hour or more So genuine & THAT's an anomaly in politics. "" #Hillary",Donald Trump,FAVOR,Hillary Clinton,NONE,Train
@realDonaldTrump is releasing campaign ads: 2mil per week! Cannot wait for this. Release the FURY on these liars! #hillarysfukd #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump going after #BillClinton is a mistake.  It'll only remind folks of what #HillaryClinton had to put up with.  She's a saint!,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"America's craving an ICON! So many have FAILED US! #OBAMA, #BillCosby, #BillClinton, #HILLARY even the SubwaySandwich Spokesman! #TRUMP2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump going after #BillClinton is a mistake.  It'll only remind folks of what #HillaryClinton had to put up with. #Hillary's a saint!,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"Hosted by lovable #ChrisChristie, ""Yes You Won"" places #HillaryClinton & #DonaldTrump in mockup oval offices that they each believe is real!",Donald Trump,NONE,Hillary Clinton,NONE,Train
"Join the fun as #HillaryClinton & #DonaldTrump react to nuclear threats, pandemic deadly viruses, financial meltdown & more - ""Yes You Won""!",Donald Trump,NONE,Hillary Clinton,NONE,Train
"America's craving an ICON! So many have FAILED US! #OBAMA, #BillCosby, #BillClinton, #HILLARY even the SubwaySandwich Spokesman! #TRUMP2016!",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"After Bill Clinton took advantage of an intern, Hillary Clinton vilified her. Told people she was a crazy stalker. #Hillary2016? #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"The MSM finally gave Cosby's accusers a voice, it's about time Bill Clinton's were given one as well! #WarOnWomen #Hillary2016 #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"@RNC #DonaldTrump calls #Hillary &others who challenge him,""enemy"" WOW! So,tell me again how he will unite WashDC 2get things done? #hateful",Donald Trump,AGAINST,Hillary Clinton,NONE,Train
#Trump2016 #Benghazi #Hillary-Hillary Jabbed-Trump Responded with a Knock Out Punch-The Defender of Bill (not Cosby) the Rapist Got TKO'd.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Nobody wants Another Clinton in the white house Especially someone that emails with criminals #hillaryforprison2016 Vote for #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Now is not the time to saddle up old miss #HILLARY! She has too many burrs in her saddle! Send that old mare out to pasture! #Trump2016  GOP,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Polly drove that steel just like a man. Lawd, Lawdy Polly drove that steel just like a man. #Hillary2016 #Trump2016",Donald Trump,NONE,Hillary Clinton,NONE,Train
Did y'all see the way #DonaldTrump took your girl #Hillary's #WarOnWomen sexist card and ripped it up in her face? Priceless! @Thom_Hartmann,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#HillaryClinton aren't u going 2 b embarrassed voting 4 the Presidential candidate likely to b arrested as she takes office?? #Trump2016 !!,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"If u say u support #Hillary due to her stance on women, that means u don't respect women, right? Or am I missing something? #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Trump2016 #Trump  Yes @YoBobby85  @realDonaldTrump  bought politicians like #Bernie #Hillary 2 do what he wants them 2 do. Happy New Year!,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#HillaryClinton new batch of emails due today NO SHOW never turned them in IMAGINE THAT TRUTH IS COMING TO LIGHT #VOTETRUMP #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"The American way of life is on life support. And #Obama and #Hillary2016 are about to pull the plug! We so need #TRUMP2016, to resesitate us",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#HappyNewYear really you people realize we are going into a new year with either #DonaldTrump or #HillaryClinton as president #Fear4Future,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
"While the American public continues to bash #DonaldTrump for his stupid remarks, #BarackObama & #HillaryClinton is getting away with murder.",Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
Now is not the time to saddle up old miss #HILLARY! She has too many burrs in her saddle! Send that old mare out to pasture! #Trump2016 #GOP,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
If Bill had wiped his server as thoroughly as did #HillaryClinton we wouldn't be talking about Monica Lewinsky. #Trump2016 @Shimmyfab,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"@newtgingrich OH WELL. Nobody's gonna do damn thing about it, that is, until @realDonaldTrump is sworn in. #Trump2016 #hillaryforprison",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Now is not the time to saddle up old miss #HILLARY! She has too many burrs in her saddle! Send that old mare out to pasture #Trump2016 #GOP,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@InfinityTimesMe Yes. We're tired NObama and his admin. We need a strong leader who will bring our country back. #Trump2016 #HillaryIsALiar,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@Tnarkop @petefrt I wish I knew! #Hillary skirts the law & gets away with it. Anyone who trusts her is a complete moron. #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"I DON'T CARE ABOUT HILLARY AND HER ""POLICIES"". SHE IS A LYING SNAKE. PERIOD. ONLY A FOOL WOULD VOTE FOR HER. #HILLARY #TRUMP2016 #TRUMP",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"311 days to go until US election. Lots of reasons why #HillaryClinton, #MarcoRubio, #TedCruz and #DonaldTrump could have miserable 2016.",Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
"#DEMS, If you like #Bernie, read up on Socialism NEVER succeeding. If you like #HillaryClinton, read up on evil women. #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
2016 @FoxNews narrative; @realDonaldTrump vs #Hillary will be like 1964 Goldwater loss to Johnson & only @marcorubio can win. #Trump2016,Donald Trump,FAVOR,Hillary Clinton,NONE,Train
Voting for #HillaryClinton because she is a #women is like eat a turd off the ground because it looks like a Tootsie Roll. #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Voting for #HillaryClinton because she is a #women is like eating a turd, off the ground because it looks like a Tootsie Roll. #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
If #Hillary2016 has support from establishment GOP what does that tell you? there IS NO DIFFERENCE! Be brave. Vote for the ppl. #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Hillary: ""Donald Trump is a bully!"" Trump: ""Hillary's husband is a rapist."" Clinton Camp: *silence* #Hillary2016 #Trump2016",Donald Trump,NONE,Hillary Clinton,NONE,Train
@6abc and they all wanna vote for killary Clinton..... vote #Trump2016 put a end to this free loading country. #hillaryforprison2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"A vote for #Hillary2016, #Trump2016, #Cruz2016 is a vote 4 the same policies that have screwed US workers for last 3-4 decades. #Bernie2016",Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
OOPS DID TRUMP JUST POOP IN HIS PANTS?  AL QUEDA RELEASES TRUMP RECRUIT VIDEO @politico @realDonaldTrump #Trump2016 @HillaryClinton #Hillary,Donald Trump,AGAINST,Hillary Clinton,NONE,Train
Hey @HillaryClinton-was looking at your twitter feed to get an update on how many classified emails on ur server? #Hillary2016 #Trump2016,Donald Trump,NONE,Hillary Clinton,AGAINST,Train
@jimmcvey1 @kkwyant 2 lying hippie pieces of shit. I wish them a very bad year and insist felon #HillaryClinton be indicted #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Turns out #HillaryClinton was right about #DonaldTrump being used as recruitment tool, only she said #ISIS not al-Shabaab. .@HillaryClinton",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
Now is not the time to saddle up old miss #HILLARY! She has too many burrs in her saddle! Send that old mare out 2 pasture! #Trump2016 #GOP,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@DanScavino @DonaldJTrumpJr LETS NOT MERELY MANAGE THE DECAY - LETS MAKE AMERICA GREAT AGAIN. #HILLARYFORPRISON2016 #TRUMP2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"America's craving an ICON! So many have FAILED US! #OBAMA, #BillCosby #BillClinton, #HILLARY, even the SubwaySandwich Spokesman! #TRUMP2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Now is not the time 2 saddle up old miss #HILLARY! She has too many burrs in her saddle! Send that old mare out to pasture! #Trump2016 #GOP,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
So #DonaldTrump it looks like #HillaryClinton was RIGHT when she said #ISIS would use your statement in recruiting video. How about that!,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#ISIS backing #HillaryClinton with #DonaldTrump recruiting videos. Shows who ISIS supports for #POTUS. Afraid of the Donald so endorse #HRC.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
If 2016 will be between #HillaryClinton & #DonaldTrump it won't be a disaster for the USA. It'll be a catastrophe for the entire world! ;(,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
"#HillaryClinton good job lady, look what you started. ISIS wasn't smart enough to think of this until you suggested it. #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"@gmanews So Al Shabaab supported Hillary by producing a recruiting video against Trump, as she suggested? #HillaryClinton #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Hillary2016 lied in debate about #trump2016 ISIS recruit.  NO VIDEO when she said that!  Jow Alquida has vid w him.  Media WILL twist up!,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DowntonAbbey creator Fellowes couldn't make case 4 #DonaldTrump presidency. Says #HillaryClinton more convincing as POTUS. .@smerconish,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
@rushlimbaugh 2 Fiorina & rest of GOP: You claim #Trump can't beat #Hillary. Tell us how u can when u can't even beat him! (para) #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@crooksandliars #HillaryClinton called some of her #MuslimBrotherhood buddies and had this video made...it can't b more obvious #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
OMG #Liberals going crazy over #HillaryClinton inspired jihadist recruitment video with #DonaldTrump in it #Liberals #Demarcates get a life,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Yesterday's skywriting against #Trump2016 by a Repub & the ISIS recruitment vid validating #Hillary2016 brought out the #LibCrib trolls. LOL,Donald Trump,NONE,Hillary Clinton,AGAINST,Train
#DonaldTrump get Putin endorsement BUT #HillaryClinton get #ISIS endorsement with Trump recruit video.  New ISIS #HRC Super Pac endorsement.,Donald Trump,NONE,Hillary Clinton,AGAINST,Train
"If illegals wanted to vote for Trump, suddenly Hillary would render voter I.D.'s imperative!!! #BernieSanders #Hillary2016 #Trump2016",Donald Trump,NONE,Hillary Clinton,AGAINST,Train
At least the #ISIS scum knows who their enemy is and is not: #Trump2016 is their enemy -- while #Hillary2016 is their pal. #TrumpTrain,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
I'm sure if @realDonaldTrump & @RogerJStoneJr looked in2 this new ISIS recruit video w/ #Trump2016 that they'd discover #Hillary behind it,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"So, #HillaryClinton was absolutely right that #ISIS uses #DonaldTrump video excerpts to recruit.And he is the #GOP frontrunner Democrats2016",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
@realDonaldTrump I'm 100% sure that video #Hillary leaked was made by Isis. It was the Isis donors backing the Clintion Campaign. #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#HillaryForPrison Remember the girls kidnapped by Boko Haram? Hillary kept them from being designated a terrorist group. #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"America's craving an ICON! So many have FAILED US! #OBAMA, #BillCosby #BillClinton, #HILLARY, even the SubwaySandwich Spokesman! #TRUMP2016!",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Hey #Obama and #Hillary, how much American Blood will b spilled for the Weopons and Aid u obviously gave 2 Al Queida to discredit #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Why do you want this job? -I need to buy coffins for each member of my family for our upcoming vacation. #capitalism #Trump2016 #Hillary2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
#DonaldTrump appears in ISIS recruiting video proving  #HillaryClinton is 2 steps ahead of everyone and he's a loser.,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"Donald Trump has packed in 15,000 people for a rally in Biloxi, MS tonight! What's Hillary Clinton doing tonight? #Hillary2016 #Trump2016",Donald Trump,FAVOR,Hillary Clinton,NONE,Train
Now is not the time 2 saddle up old miss #HILLARY! She has too many burrs in her saddle! Send that old mare out to pasture! #Trump2016 #GOP!,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#trump2016 Al Shabaab puts out video as a thank you to #Hillary for not labeling them a terrorist org. Hillary and Shabaab are very tight!,Donald Trump,NONE,Hillary Clinton,AGAINST,Train
If you vote for more #immigration you also vote for lower wages for ALL US workers. Cant have it both ways #Hillary #H1B #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"@jackson3pack Man That's Hardcore May God Bless There Poor Little Souls! She's ""Heartless"" I Vote4 #Hillary4prison +#ImpeachObama=#Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
By the time #Obama has finished the world will be a nightmare. Presidency will be a poisoned chalice. #Cruz2016 #Hillary2016 #Trump2016 #GOP,Donald Trump,NONE,Hillary Clinton,NONE,Train
Which came first #Hillary2016 accusing #DonaldTrump of being used in videos or the videos because she said it! Proves bad guys are listening,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"The more I read about the alleged Al Shabaab video, the more I believe it was produced by #Hillary and Huma! @realDonaldTrump #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Trump2016  How #HILLARY is still in the race is same reason Ted Kennedy never went to jail for manslaughter. This problem we have goes back,Donald Trump,NONE,Hillary Clinton,AGAINST,Train
"No #ISIS video with #DonaldTrump, #Hillary2016. You lied. But the fornicator is in an ISIS video. Their words, not mine. ""No respite"" video.",Donald Trump,NONE,Hillary Clinton,AGAINST,Train
2016 is not even one week old and #SaudiArabia executed 47 people in 2016!!! Congratulation USA for your ALLY ;) #Hillary2016 #Trump2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
#SaudiArabia executed one of its  opposition leaders this week! Saudiarabia sits on UN HUMAN RIGHTS COUNCIL #Irony #Trump2016 #Hillary2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
