Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
"#Hillary super PACs received 17.2 percent from the securities and investment and commercial banking industries, and dark money.  #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
So do #sanders #Hillary Dems still want to let thousands of Syrians & others into the US sans screening? Open borders Bernie? #stoprush #p2,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
#2106 #hillary #bernie Did Hillary really just flipflop on universal health care? Now she wants it? She just said NO three days ago.,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"I'm so happy I've not emotionally invested myself in #Bernie winning, so when he loses on Super Tuesday I won't be heartbroken. #Hillary2016",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"#HillaryClinton campaign tells #cnn will win if #iacaucus turnout less than 160,000 #BernieSanders campaign thinks win if more than 170,000",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"Soros gave #Hillary as much money as 222,000 people gave to #Bernie which is slightly larger than the population of #DesMoines.",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
Both #HillaryClinton and #BernieSanders want to raise American wages - But what about those on Social Security and Disability?,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Last night's #DemDebate was certainly entertaining. #BernieSanders has more charisma than nay candidate I've ever seen but #HillaryClinton,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"Based on what I'm seeing online & television, #Hillary is having more people turning out than #Bernie. ARE WE LOSING? #IowaBERNS #BernieInIA",Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
They say #HillaryClinton  has 14% amongst 18-29 year olds. For #BernieSanders that stands at 74%. The future is #socialist . They gotta vote,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
People shouldn't dictate  who to vote for between Hillary and Bernie. Study their ideas and vote accordingly #Bernie2016 #Hillary2016,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Haven't we had enough of scandals in politics? Why elect someone that seems to always be in one like #HillaryClinton? Vote #Bernie2016 #DNC,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"I'm p sure #Bernie2016 like far left in Greece Spain France&everywhere,will prove as sellouts.USA is no exception #hillary2016 is a safe bet",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#Hillary is fake a fuck #Bernie will #Slaughter #Trump when it comes time to vote the smart people will come out #USA @SenSanders,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"If #Bernie doesn't bring her down; after she's indicted, convicted, incarcerated & pardoned by Obama #Hillary will be unstoppable. @thehill",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
Where's the MEDIA when you need GOOD investigative Journalism? They need to expose #NGPVAN's ties to #Clintons.  #DNC #Bernie #Hillary2016,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"#hillary headed to  PA fund-raiser hosted by Franklin Square Capital Partners,a $17 billion investment fund. #bernie will say in #Iowa",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"@LayneCorner same thing anyone with half a brain says about #BernieSanders and #HillaryClinton. A communist and a lying hag, take your pick.",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
@thetopnetworker #Bernie has outlined a number of his tax plans. Not being truthful as usual#Hillary plus you have lost your credibility.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Dear #American  - Choose life. GO TOWARDS THE LIGHT. Don't give up on the future. Believe in tomorrow. Vote for a #Democrat #Bernie #Hillary,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
Everyone knows you can't start a revolution without revolt from the other side. Pick a side: #BernieSanders for the people or #HillaryWallSt,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"@hardball_chris You're obviously biased against #Bernie, he'll address inequality #Hillary will create a worse oligarchy",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"An excellent look into what #Hillary is missing and what #Bernie has that is making all the difference. Influential people, more and more, ",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Both #Hillary2016 and #Bernie2016 support paid maternity leave, but Hillary has proposed a host of exceptions and rules on who's allowed it.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Dnc and the media been greasing the polls for Hillary Clinton for a long time ,this old scallywag has no supporters #Bernie2016 #Hillary2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Why doese #cnbc &  #CNN keep saying how much more #HillaryClinton. Is electable compared to #BernieSanders when polls don't show that!,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
@Libertea2012 We know #Hillary has $M from donors that R 4 private profit & many against public good we need #Bernie2016 #uniteblue #BLM RT,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"How can @CNN cite these bogus polls stating how far ""ahead"" #Hillary is of #Bernie when MSM won't even let Bernie have any serious air time?",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#BernieSanders has a D- rating from the NRA what does #Hillary have?I know there is money in guns so I imagine her superpac has guns in it,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"#Bernie is so terrible that he can't even beat #hillary.  He can't beat a lying sellout, whose opinion changes with the polls.  #iowa",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"Was #Hillary really a 'Goldwater Girl'?  Yes, she was. And she still is.  Is #Bernie really from #Brooklyn??  YOU BEDDA BELIEVE IT, BABY!!",Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
"@terrylyn8464 Good. Since it's not my country, I stay neutral when it comes to #Bernie2016 or #Hillary2016 .Just spare us #Trump2016 please.",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"0.1 % lead for #Hillary over #Bernie  Hillary team claiming victory, because what difference does it make? #IowaCaucus",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
".@MSNBC just showed Quinnipiac poll of #Hillary2016 vs. Trump, again neglecting to show that #Bernie2016 beats Trump by a wider margin.",Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
#HillaryClinton I'm voting for #BernieSanders I'm a long term repub looking for someone who will change the game. I hope you lose.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"@matthewbny #BernieGate #DemDebate #Hillary2016 Bernie sick of ""Damn Emails"" Loves stealing ""DAMN DATA"" Thief blames DNC for his camp.",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
#Bernie waxing poetic about babies lucky enough to not be aborted. #Hillary claiming people are trying to kill her. Crazy Democrats.,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"#BernieSanders believes #HillaryClinton will win, he's truly shaping her destiny, which #American will not be proud to see a lady president?",Hillary Clinton,FAVOR,Bernie Sanders,NONE,Train
"@davidbrockdc So when do you start your anti-Semitic Jewish conspiracy theory slurs against #Bernie2016,you racist pig!?? FUCK>#Hillary2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Love the positions #Bernie takes but believe #Hillary has the ability to actually implement some of them. Can love both and vote for one.,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
#BernieSanders always said he'd never go negative. Why does his camp perpetuate BS like Benghazi then? #Democrats #Hillary2016,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
O'Malley - it is money - no one will support people if corporations don't want it. They encourage the divide. #bernie #hillary #demdebate,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
LOL Democrat Party is delusional. #Bernie only  seems hot now because Dems know #HillaryClinton will be in hot water when she gets indicted.,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"#Hillary doesn't know what #establishment means, she also doesn't know what ""clean"" your computer means. #HillaryLies #BernieSanders",Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
Think about it....The best the #Democrats / #Socialist have is #Hillary & #Bernie .....Are you fucking kidding me?Is this some kind of joke?,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
#HillaryClinton said same negative things about #Obama in 2008 that she is saying now about #BernieSanders!  She lost  & will lose again,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
#GOPDebate #Hillary2016 #Bernie2016 break encryption on the Internet will break it & you'll loose so much business as no country will trust,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"Prediction: @VanJones68 says #HillaryClinton had another flawless debate in Iowa; #BernieSanders went negative but attacks missed, fell flat",Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
"#Hillary2016 using ""stand your ground"" language when talking about the NRA is what we English majors call foreshadowing. #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
This election is bout SCOTUS  I would b fine with whoever #Hillary2016 or #Bernie2016 nominated  Can anyone make that claim on #Trump  Um no,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
#BetterCandidateThanHillary #Hillary #Bernie I WONDER which candidate Wild Bill Clinton would support if he weren't married to one of them?,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Listen,  #Democrats if #Trump is their guy, we will beat him with #Hillary or #Bernie.  Don't vote out of fear. We will be more than O.K.",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
@JSavoly @marstu67 Why I'm NOT with #Hillary: I don't trust her to go after Wall Street; too cozy with Goldman Sachs & others. #Bernie2016,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"@andreajmarkley When #GOP realizes that they have to choose between Piyush, Rafael, and Marco ...they'll forget about #Hillary and #Bernie",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#Hillary in Boulder Co on Tuesday for a $1700 a ticket fundraiser . How many people that work for a living do you think will go ?#Bernie2016,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Why is @CNN shocked that some will vote Republican candidate before they vote for #Hillary. This is why Hillary WILL NOT WIN. #BERNIE WILL.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"We need to remember as #Democrats that at some point, only #Bernie or #Hillary2016 will win the nomination & need 2 #VoteBlue come November!",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"#Bernie takes the stage as the results linger at 94% reporting, keeping #Hillary ahead with a mere 4 votes, still 50-50 #IowaCaucus",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#Fact #Hillary is the only candidate with a record of taking on GOP & defending Democratic party. While indep #Bernie renamed a post office.,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
@msnbc  you are doing your best to discourage voters from supporting #Bernie it's obvious you don't mask your support for #Hillary #shameful,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"@HillaryClinton there comes a point when you have to stop digging, now would be that time, you look foolish #Hillary2016 #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#Hillary continues to lie about starting over again, with healthcare. #Bernie Berns her with comparison to other major countries healthcare",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#Hillary > #Bernie Also, I'm certain the research I gathered from Forbes, NY Times & Fortune trumps your ""Jacob blog"" #LOL  @OnlyTruthReign",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#BernieSanders #Bernie2016 #HillaryClinton Is Sarah Palin on stage wearing a Hillary mask? Babbling, rambling, nothing but talking points.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#Hillary > #Bernie Sanders has been doing BS like this FOR YEARS -- Not just recently on the election trail. He's simply unfit. @Tisza_Goth,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"@RevoltPolitic Per delusion. Fake #Bernie2016 will vote 4 D GOP during D General Elections. During D primaries yes, but just 2 Beat #Hillary",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"@ZaidJilani It's incredible to think #Bernie's done this well w/out running any ads yet, esp since #Hillary's been running them for months.",Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
I'm done refereeing #Hillary #Bernie supporters they're determined 2 savage each other so... But I don't want 2 hear any whining come Nov,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Watching the #Hillary debate #Bernie is like watching Marx debate Lenin. What happened to American exceptionalism? #DemDebate,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
"@samsteinhp #Hillary embodies establishment politics, while #BernieSanders offers a bolder platform that will improve the lives of people.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
I don't like #HillaryClinton any more than #trump. Trump'll put us into Civil War & she'll weaken our global position. It's #BernieSanders,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#Hillary voted for #IraqWar. #Bernie2016 did not. Need a Prez who knows/does right, not does wrong and apologizes 10 years later. #DemDebate",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#HillaryClinton strong ratings in 2015 only challenger fellow democrat and crowd puller #BernieSanders 2016 final stretch in the race,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Can criminal intent or mental distress be detected with expanded background checks? Please ask the question. #BernieSanders #HillaryClinton,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
I'm a huge #Hillary2016 supporter- but I respect #BernieSanders.  He's so real & genuine. Hillary is the better choice though- no question.,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"Now #BernieSanders people are putting down women along with #HillaryClinton Yeah, just keep on with that plan... LOL #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
@GodandtheBear @Witches4Bernie I think more Americans will vote4 #Hillary than the #GOP & I KNOW more will vote4 #GOP than #Bernie. Capisce?,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"#Bernie is the gorgeous endowed hunk you have a weekend fling with, #Hillary is the husband you love, have kids & then grow old with. Tbc",Hillary Clinton,FAVOR,Bernie Sanders,NONE,Train
#HillaryClinton must be careful how she attacks #BernieSanders. Can't 4get what happened when she went after #Obama on Tony Rezko #DemDebate,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
@WaterNymph44 @ldbrillante thats weird because #Hillary (or her social media people) never block people. they must be nervous about #Bernie,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#Hillary gets to say anything she wants and she talks about water contamination and #Bernie hops on board then adds #superpacs. #DemsDebate,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
Is it just me or is #Hillary getting more time than the other candidates? Maybe #BernieSanders is berning up his time better#DemDebate,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
@layla_2289 @justgrateful I'm sorry. It's just such a BS issue that #BernieSanders people are floating. Like anything #Hillary does is wrong,Hillary Clinton,FAVOR,Bernie Sanders,NONE,Train
#MorningJoe I'm concerned that most Americans can't see past smoke & mirrors. #Hillary2016 & #Bernie2016 are the candidates to choose from,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
I'm not a Democrat or Republican. Sorry if you can't comprehend such a thing. #HillaryClinton's PARTY LABEL MEANS ZERO to me. #BernieSanders,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
Hillary or Bernie will win But #BernieSanders  will pave the way to a brighter future at a much faster pace than #HillaryClinton #DemDebate,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
It's clear #Hillary2016 camp doesnt realize #Bernie2016 voters are the smartest & best educated voters in American history #BullshitWontWork,Hillary Clinton,FAVOR,Bernie Sanders,NONE,Train
"Has anyone polled the Jewish Vote for the Democratic Party Primaries, even though #Bernie is Jewish, I bet they're heavily for #Hillary",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"If #Bernie or #Hillary or #Trump want to lead this great Nation,it is time they put all their cards on the table and be open and honest!",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"@andieiamwhoiam elect #Bernie2016 or #Hillary2016 & the Corp Tax go higher, more corps offshoring, & higher disguised taxes for middle class",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"As usual, Sunday morning shows are all #GOP all the time while ignoring that #Bernie is now tied with #Hillary in both early states!",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#Hillary #Bernie Hillary is asked to apologize for votes. If you read her statement she made upon making not a vote for war, but last resort",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"@darkpolitricks Obama invited/summoned #Sanders to WH (from campaign trail). Voila, Sanders emerged lauding O's record. #Hillary = Obama 3.0",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"Come on #IowaCaucus, pragmatic means choosing someone with consistent good judgment. Dont put #Hillary against #Trump, send in #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Not sure what's happened as regards #BernieSanders but it's a shame that #Hillary2016 doesn't seem to be under microscopic investigation!,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"The whole country is crazy so why should we expect Iowa voters are not. Use your head first, then engage your heart. #Hillary #Sanders",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
If you're union endorses #Hillary2016 over #Bernie2016  that is a red flag that your leadership is making back room deals.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
What is #Hillary's problem with younger voters? I think it's more #Bernie's almost revolutionary appeal. @lauren_kelley on #BinderCon panel,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
@BitOfJules avoids crazy car trump duo! Today start blabber all sudden WOW #bernie #hillary gleeful crew RIP such a pathetic agenda show wow,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"Twitter has evolved into a hate #Trump, hate #Hillary, hate #Bernie, hate #Cruz, hate #Rubio with an random weather or sports tweet",Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
"I don't understand Iowa, cacuses, delegates, super tuesday, primaries, quantum physics, or gravity.  #BernieSanders #HillaryClinton",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Anyone else reminded of #BernieSanders voters when they see the duffuss kids on GE commercial that don't know what GE does? #Hillary2016,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
#MartinOMalley always sounds like the voice of reason in these debates; always taking the best from both #Hillary and #Bernie. #DemDebate,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Time for big statements from one individual. I think #HillaryClinton just wants to be prez. I think #BernieSanders wants to lead,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
It wasn't #BernieSanders donors who took your neighbors home or raised your credit card interest rates up to 300%.  It was #HillaryWallSt's,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"2 interviews with #Hillary supporters, what about #BernieSanders and #martin O'malley supporters? It's clear there is a #media bias",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#BernieSanders knows how 2 negotiate+compromise. Dont fall 4 #Hillary LIE that he'll say no 2 any progress if cant get exactly what he wants,Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
There seems to be a great divide between #BernieSanders and #HillaryClinton supporters. But keep trolling on line and we'll all be fucked.,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"It's possible to be a #HillaryClinton fan without pissing on #BernieSanders, and vice versa.  Come on #dems, we're better than this.",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"Dear #Hillary, the #ACA forces us to give money to insurance companies but we still don't have health care. Deductible is $4500! #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"@mtomasky @thedailybeast oh please, #Hillary looks like she's been drinking & will have stroke at any moment. #Bernie is in excellent health",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"As the race between #BernieSanders & #HillaryClinton tightens, it is becoming more clear that one candidate is using fear...again. #iacaucus",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#BernieSanders can't improve America but the fact that anyone would consider a liar like #Hillary over him is a real problem #voteTrump2016,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"#BernieSanders Love #HillaryClinton  logical fallacy of appealing to emotions. ""Why send Trump's kids to school for $30 a year bc f' every1""",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Rumors are out that #Hillary's ""battle"" scars are bite marks on her butt from the lies that caught up with her. #BernieOrBust",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#DemDebate What debate? Socialist  puke #BernieSanders, fascist #Hillary2016 and putz named Martin O'Malley, free stuff and lies. #tcot",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"What I would like to see is a Hillary, Berni ticket, this way #Bernie gets a place to push his platform, and we win the election. #Hillary",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
#Hillary2016 is done they just can't bring themselves to admit it. They cannot win unless they cheat to beat #Sanders2016.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Thanks #trump as your mironic ad just drove me straight back to #Hillary reminding me why She will beat you. #Bernie will be a great VP. #H.,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
#hillary admitted affordable care act is expensive. I'm going with #bernie! #hillary is getting paid by pharmaceutical Co. so she's happy,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Even in his closing statements #Bernie says #Hillary is right -- you can't win a debate by validating your opponent's comments are correct.,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"#Bernie looks worried, he knows how  important a win for him in Iowa is & they are just not showing up like they were going to. #Hillary2016",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
Why do #Hillary supporters react so hatefully to having #BernieSanders running also? It's knots like they know she's going go lose again!,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Oh geez one of the #BernieBros starts off the Qs to #Hillary with an insult. Exactly the sort of thing I've been talking oabout #DemTownHall,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
"#BernieSanders #Hillary2016 I am a progressive for lower corporate taxes, single payer which means higher personal income tax",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
I confess Bernie and Hillary are both strong candidates #Hillary2016 #Bernie2016 Both bring different strengths to the table,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
@ABC #DemDebate what a sh*t show! Forcing me into @realDonaldTrump camp! #Trump isn't nuts like #Bernie or evil like pending inmate #Hillary,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
Egg on the face of the fox: @FoxNews is beside itself because #Bernie won't prosecute #HillaryWallSt with their fake scandal in his campaign,Hillary Clinton,FAVOR,Bernie Sanders,NONE,Train
"Democrat politics hasn't changed, it still comes down 2 which candidate can steal the most #Hillary2016 #Bernie2016 #ThouShaltNotSteal",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"Assad or ISIS? #Hillary: Arglebargle. #Bernie: ISIS, then Assad. #Martin: We been there, done that, not cool. #PeaceMartin? #DemDebate #Vote",Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
All #Bernie2016 said was Bill cheating on Hillary was wrong. He was merely sympathizing with her. #Hillary2016 supporters should do so also!,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
#Bernie gets more RT's than #Hillary because we actually have jobs and we don't get on Twitter every three seconds. #ImWithHer,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"#Bernie is killing it! He's only down 5 votes to #Hillary with 90% of the votes in; this is going to be a close, close #IowaCaucus",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Hillary voted for Bush's Iraq war. Bad judgement. Stupid, actually. Bernie didn't. He's not just honest; he's wise. #Bernie2016 #Hillary2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Funny how everyone made a big deal about how old McCain was when he ran in 08 but no one's saying anything about #Bernie #Hillary or #Trump,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"@BillyESmith @Arnian If these are the only weak-tea arguments #Hillary's supporters have left, #Bernie's case is pretty effing great.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#Bernie2016 voters don't dislike Obama! Au contraire! We want the CHANGE he started to continue & accelerate! #Hillary2016 is RIGHT of Obama,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#DemDebate #Hillary having problems with #WallStreet connections - keeps using it's OK since #Obama does it #Sanders making his case,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
I work with young folks so to hear their views on the election is interesting #BernieSanders is their choice not #HillaryClinton,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"I decided 2block ""over the top"" mean & ugly #BernieSanders supporters.They cheapen a classy candidate. Do not want to hear it.#Hillary2016",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
#BernieSanders so tired of hearing how strong #Hillary is on foreign policy.. What about #domesticpolicy? You are so strong with your ideas,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Y'all keep trying to make this about #Hillary when the enthusiastic support for #Bernie is about who he is, what he offers @meetthepress",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#Hillary 's Attack on #Bernie 4 SinglePayer B'N Anti #ACA Another #Clinton LIE! ACA OG Goal: Strong Pubic Option = Single Payer Over Time,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#HillaryClinton will be just like Obama.  She'll promise the opposite of what she's always done, sucked wall street cock. #BernieSanders",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#hillaryclinton CNN : if you'd told Democratic strategists that 180,000 people would caucus, they'd have predicted a #berniesanders victory.",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#Hillary wants min raise to $12 but thats not enuf.  #Bernie wants min raise to $15 & THATS enuf to help folks liv w dignity. #voteforBernie,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
TOO NICE #Sanders should have compelled clearcut schedule of 3 more debates BEFORE CAVING to shrewd & slippery #Hillary in NH. #artofthedeal,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Lmaoooo @JoyVBehar called #Bernie delusional in a certain way, I don't think he is, he's writing checks his ass can't cash, but #Hillary can",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
Didn't I tell you they would say #BernieSanders won? That's why they put him first. When #HillaryClinton is dominating. Okay..sure he did!,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
Dec Quinnipiac Poll Dem/Lean Dem voters - #Hillary kills #Bernie on Strong Leadership (+46%) Right Experience (+75%) & Overall 60/30 (+30%),Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"I mean, I could kinda understand 98% truth w 2% lies, but come on #Hillary2016, U really expect to sell 98% lies w 2% truth? #BernieOrBust",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#Hillary poked at Bernie on health care but didn't do a full assault. Going to get tougher right now with #Bernie's reply. #DemDebate,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"this last #debate was a game changer,#bernie opened up the questions to #hillary,tht no other politician could without fear of reprisal #mtp",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
I seriously wish #Hillary2016 & #Bernie2016 (& all their supporters) would join forces. Each has something this country needs.,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"@HillaryClinton ""H has taken money from Wall Street, & she worries about them as a constituency"" -Elizabeth Warren #Hillary2016 #sanders2016",Hillary Clinton,FAVOR,Bernie Sanders,NONE,Train
"@cnn #BrianFallon , #BernieSanders come clean? Thats rich! Make #HillaryClinton come clean finally,  #Democrats are dirty cheating liars!",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"@VanJones68 -Tell MSM corporate pundits that many Progressives will not be voting f #Hillary2016, period. LOCKSTEP has stopped #Berniestrong",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Never underestimate ability of #BernieSanders supporters to focus on a few details about #HillaryClinton to make broad, false genalizations",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"@AaronApolloCamp I don't agree with #BernieSanders policy ideas, but I agree that at least he has them. #HillaryClinton is just a liar.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
@ABswl15 @danmericaCNN #HillaryClinton voted 4 Iraq war you dumb fuck. #BernieSanders didn't. Idiots like U vote against your own interests,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
