Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
#Trump2016 who wants to bang his daughter & #Cruz2016 act more like 'Achmed the dead terrorist' of @jeffdunham show than POTUS potential.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"OBAMA TO MEET WITH AG LYNCH ON GUN CONTROL ""CRISIS?"" It's not easy being a ""Community Activist' these days! #trump2016 #cruz #msnbc #cruz",Donald Trump,NONE,Ted Cruz,NONE,Train
"@tedcruz and @realDonaldTrump might team up. Both have balls and will fight the #liberals insane agendas, keep #USA strong. #Cruz #Trump2016",Donald Trump,FAVOR,Ted Cruz,NONE,Train
Amazing how the haters #Carson #TedCruz  #DonaldTrump actually think thay can become president without #LGBTQ and #Latino votes. Wont happen,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
@ezralevant  Feminists accept rape culture ONLY if it's Bill Clinton or future democrat voters. #tcot #trump2016 #cruz2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"@economistmeg  Looks like liberal Europe is waking up rudely from their nighmare. No sweet dreams for you, suckers. #trump2016 #cruz2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
I guarantee you #DonaldTrump that #TedCruz won't copy ur support of  eminent domain & Bloomberg breaking term limit laws in NYC like Castro,Donald Trump,NONE,Ted Cruz,NONE,Train
50 kids/week backed over. Solution=backup cameras in cars. 90 shot/day.Solution=not gun control #msnbc #FoxNews2016 #DonaldTrump #TedCruz,Donald Trump,NONE,Ted Cruz,NONE,Train
"#Trump2016 is my hope for our country, but #TedCruz2016 is not a bad fall back, or even Vice-President! A UNIFIED AMERICA is the main goal!",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"Sooo, what if someone didn't like ANY of the candidates. Then what??? Asking for a friend. #Trump2016 #TedCruz2016 #Rubio #Hillary2016",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
@ChrisCuomo CHASE #GOP - Where's the bill? #NRA Congress MUST allow OPEN CARRY #GUNS in their DOMAIN #TedCruz #GOP #TCOT #RUBIO #Trump2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
CULTURAL what @NewDay Where's the bill? #NRA Congress MUST allow OPEN CARRY #GUNS in their DOMAIN #TedCruz #GOP #TCOT #RUBIO #Trump2016,Donald Trump,NONE,Ted Cruz,NONE,Train
Oh lord. #TedCruz is up there in numbers with #DonaldTrump. I feel sorry for the Republican Party if those are their best candidates,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Trump taxation of hedge funds reminds me of Nazi confiscation of Jew assets, i.e. a second holocaust #tcot #Trump2016 #Cruz #Hillary",Donald Trump,AGAINST,Ted Cruz,NONE,Train
@politico @POTUS if they had just been killed in the womb instead I guess you would feel better. #Trump2016 #TedCruz #MarcoRubio,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
If #DonaldTrump would act as conservative as he speaks for a few years + a cleaner speech I would vote for him. I will now vote 4 #TedCruz,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
Honestly I don't know what motivates a #TedCruz supporter! I get that #Rubio is an open border guy.. But Cruz? He just repeats #DonaldTrump!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"#DonaldTrump drops bombshell on #TedCruz: ""He's Canadian. He's Cuban. Oh wait, he's American. This guy can't even decide where he's from.""",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#DonaldTrump says issue #TedCruz born in Canada. Based on Cruz's politics, he hasn't a Canadian bone in his body. Good to go for Pres.",Donald Trump,NONE,Ted Cruz,FAVOR,Train
"Won't be surprised #DonaldTrump saying he will deport #ElNino ... But seriously, the only person that can beat #Hillary & #Trump is #TedCruz",Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
What kind of a President #TedCruz would be when he doesn't even have the guts to respond to #DonaldTrump attacks? I wonder!!,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#DonaldTrump says #TedCruz's Canadian birth could be ""very precarious"" for the GOP. @HallieJackson joins me from Iowa, next on #MTPDaily.",Donald Trump,NONE,Ted Cruz,NONE,Train
"does #DonaldTrump listen to himself?  In September he said #TedCruz was in ""fine shape"" citizenship-wise.  Now he's doing his #birther thing",Donald Trump,AGAINST,Ted Cruz,NONE,Train
#DonaldTrump scared of taking on #TedCruz. #Trump relies on talking pts n #Cruz relies on policy. Cruz would expose Trump 1on1 @ #GOPDebate,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"#DonaldTrump is right to ask if #TedCruz is a ""natural born citizen"" eligible to run for President. Wouldn't that require Cruz to be human?",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Hmm, Why would #GOP #congress members want #TedCruz w/o health care by wanting to repeal #Obamacare once again. Is #DonaldTrump behind this?",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#DonaldTrump  is very shrewed in how he answers the questions about #TedCruz citizenship say he doesn't know if #Cruz is natural born citiz.,Donald Trump,NONE,Ted Cruz,NONE,Train
Why aren't more Repubs nervous abt what the DemWits will do with the #Cruz2016 issue? 4 sure will take it to court. #Trump2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"#TedCruz has a weak chin and looks like he just ended a crying jag, and he's from Canada and can't skate @realDonaldTrump #Trump2016 #Trump",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#donaldtrump will b exposed when field gets down 2 #tedcruz #Trump. Trump is all talking pts #Cruz will run circles around him @CharlesHurt,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
1on1 debate b/w #tedcruz #donaldtrump wont allow #trump 2 use talking points the whole debate #Cruz will expose Trump over it @CharlesHurt,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"When the ""birther"" shoe is on the other foot...I'm confident Republicans believed this would never come back on them #TedCruz #DonaldTrump",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"@theblaze @tedcruz @realDonaldTrump We have enough agendas on the left, please report accurately. Let's hope one wins! #Trump2016 #Cruz2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
@NRO Ignore #DonaldTrump foolish remarks @TedCruz And Come November 2016 America may Just Vote #TedCruz2016 @GOP Nomination Dave :-),Donald Trump,NONE,Ted Cruz,AGAINST,Train
#TedCruz #birthers guess it's not about race it's just about being an assclown #DonaldTrump are you questioning USAF dependents born abroad,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
".@tedcruz is a Canadian sleeper cell sent to tap into the stupidest segment of America, lead a revolt! #TedCruzIsATerrorist #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Why can't we get past the #partisan divide? I mean, we're all adults here, right? Let's get shit done.  #Politics101 #TedCruz #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Seems to me attacking #Cruz on the basis of eligibility won't play in Iowa. This should be a contest about strongest leader. #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Although McCain hasn't come out and endorsed Trump, McCain's criticism of Cruz has to be good for @realDonaldTrump campaign #Trump2016 #cruz",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#TedCruz supporters say he is a Natural Born American, If that's true - The current King of Jordan can run for President #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"It's a shame #DonaldTrump goes after #JebBush, #TedCruz & #HillaryClinton, he shouldn't worry about what they do in their campaigns!!!",Donald Trump,AGAINST,Ted Cruz,NONE,Train
Dear #DonaldTrump #birther crowd- you are now on the side of dem rep Alan Grayson on #cruz birther issue. Very very bad side to be on.,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"#DonaldTrump in ""birther"" mode again, this time against fellow GOP nut job #TedCruz...love to watch 2 goofy cocksuckers in a pissing match!",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"If #DonaldTrump wants 2 talk abt Bill Clinton b/c he's on the campaign trail,then #TedCruz's children R vulnerable 4 appearing N campaign ad",Donald Trump,NONE,Ted Cruz,NONE,Train
I can not stand to listen to #Cruz speak..hes as FAKE as they come...RUBIO now saying NO AMNESTY..BOTH CUBANS are not worthy! #TRUMP2016,Donald Trump,NONE,Ted Cruz,FAVOR,Train
.@realDonaldTrump LIES AGAIN @tedcruz SAID BUILD A WALL/DEPORT IN 2013.  #Trump is so scared of #TedCruz it is getting pathetic. #Trump2016,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
Lost respect 4 #donaldtrump lying about #tedcruz  immigration record #Trump recently joined @SenJohnMcCain @marcorubio. That says it all,Donald Trump,AGAINST,Ted Cruz,NONE,Train
"#Greta, #DonaldTrump says he is not neg. on #TedCruz, but he keeps repeating his talking points about birth, & possible problem. get real.",Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
Apparently there was a large terror plot foiled in Houston today. FBI has one refugee in custody on terrorism charges. #DonaldTrump #TedCruz,Donald Trump,NONE,Ted Cruz,NONE,Train
#DonaldTrump's advise to #TedCruz is a backhanded attack to get people thinking Cruz will have a problem once elected nominee. Savvy!!!,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
What we all should want from #Trump2016 #TedCruz is actual facts not just rhetoric. They spew words without speaking the truth or facts.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"#TedCruz #DonaldTrump  what if American mother has her children in Mexico, they are Americans as well? Hmmm ??Think about it!!",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"REINCE said ""GOP is a ""private organization & its DELEGATES will decide nominee."" Convention Surprise 4 #Trump2016 & #Cruz2016 @FoxNews",Donald Trump,NONE,Ted Cruz,NONE,Train
"#TedCruz2016 I really really like @tedcruz, I just wish he wasn't Canadian. #Trump2016 @marklevinshow @glennbeck Chu Chu Trump Train 2016!!!",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Is trump healthy? He's always leaning hard on the podium. And his neck looks stiff. He is 69 years old. TEDCRUZ2016. #tedcruz  #DonaldTrump,Donald Trump,NONE,Ted Cruz,NONE,Train
"I'm voting for the only true AMERICAN in this race @realDonaldTrump no Q's about that! If you were born in Canada, NO #TedCruz #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"I've heard folks say that they'd move to Canada if #DonaldTrump were elected President, but this #TedCruz thing is getting ridiculous.",Donald Trump,NONE,Ted Cruz,NONE,Train
"What's a more amusing thought than #TedCruz debating #Hillary? Cruz debating #DonaldTrump one on one. Now, that's FUNNY AS HELL!!!!!",Donald Trump,NONE,Ted Cruz,FAVOR,Train
"#DonaldTrump to @NBC: We must be doing fine, we're tied with #TedCruz :) My husband said, ""That's the first time I've ever heard DT say",Donald Trump,NONE,Ted Cruz,NONE,Train
@irritatedwoman I worry that #Cruz will be equally as divisive as #Obama. #Rubio not enough experience. Vote #Trump2016 no more politicians,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#TedCruz wants to be the first Canadian born American president. Not what our founding fathers intended. It just is not. #Trump2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#TedCruz knows damn well the intent of our founding fathers was to PREVENT foreign borns from being president. Truth matters! #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"the next president that gets in office, the disrespect level for that P.O.S gone be off the chart. Trust me. #cruz #Trump2016 #bush ",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"#DonaldTrump is desperate. Can't beat #TedCruz straight up, so he brings up bogus issues & tries to act ""innocent"". IMO being a horse's ass.",Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"#DonaldTrump questions the citizenship of #Cruz. Cruz says he won't fight back. He says Christie knows some guys who'll do it for him. Free""",Donald Trump,NONE,Ted Cruz,NONE,Train
"#IowaCaucus #CruzinToCaucus  #DonaldTrump White Nationalist PAC Blankets Iowa With Robocalls For Trump the pick of Neo-Nazis,KKK #IowaCaucus",Donald Trump,AGAINST,Ted Cruz,NONE,Train
#GoldenGlobes Who in that room loved themselves the most? Impossible to tell. Socialist Liberal idiots!  #TedCruz2016  #TRUMP2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"Is there anybody in politics today that isn't beholden to anyone?  I can come up with one., maybe two  You?  #Trump2016 #TedCruz",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
If #DonaldTrump can be 1 or 2 in #Iowa then he wins #NewHampshire that sets up a battle with #TedCruz in the south. Where does Rubio win?,Donald Trump,NONE,Ted Cruz,NONE,Train
THE DEMOCRAT PARTY GAVE AWAY THIS ELECTION FROM BEING COERCED BY THE CLINTON MACHINE. #TRUMP HILLARY IS UNELECTABLE. #TRUMP2016 #TEDCRUZ2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"THER IS NO SUCH THING AS ""ISLAM-A-PHOBIA"". EITHER YOUR CONSCIOUSLY AFRAID OR YOUR JUST PLAIN STUPID. #TRUMP #TRUMP2016 #TEDCRUZ #TEDCRUZ2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
There's only one reason why #DonaldTrump has questioned #TedCruz citizenship.  Ted is beating Donald in Iowa.  End of story.,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"Calling #TedCruz a #Canadian is akin to calling #Trump2016 a Feminist. The #USA can have Cruz, trust us, we don't want him back!",Donald Trump,NONE,Ted Cruz,NONE,Train
#Trump2016 stirring crap w #Cruz eligibility proves he will say anything to get elected. He sd mnths ago that Cruz IS eligible. #WhatChanged,Donald Trump,AGAINST,Ted Cruz,NONE,Train
#Cruz spends his entire run in #Iowa #Trump spends 3 weeks there takes the lead. #Trump2016 #TrumpTrain Watch out #Hillary we're coming.,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Thank you #DonaldTrump ! The more I hear you speak the more inspired I become......To strongly consider voting for #TedCruz,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
How long will it be before #DonaldTrump starts referring to #TedCruz only by his real name: Rafael Cruz?,Donald Trump,NONE,Ted Cruz,NONE,Train
#1GoodThing about a #DonaldTrump presidency? #TedCruz will still be in the Senate to thwart his every illegal and unconstitutional action.,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
#glennbeck @PatandStu Great show guys you've convinced me this morning to vote for #trump2016 FYI the Royal Mounted Police are hiring. #cruz,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Obama '08-Progress Moving Forward 2016 Trump/Cruz-Govt is out to get you! Build a wall, repeal everything since 1970 #donaldtrump #TedCruz",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Iran seizes 2 Navy vessels: give them 24 hrs to release our sailors or war will be declared. #Trump2016 #Cruz2016 #MakeAmericaGreatAgain,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Our Sailors taken by Iran? 'Swift Boat' Kerry is our man! ....God help us and God help them.  #Trump2016 #MakeAmericaGreatAgain #Cruz2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Stop saying America is the greatest country. We're not. We use to be. Let's make it great again. #Trump2016 #JK #Cruz2016 is the real deal,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"#SOTU We didn't deny Sputnik was up there. OMG, imagine #TedCruz & #DonaldTrump then. We would never have left the Earth. #reality #GOP #CNN",Donald Trump,NONE,Ted Cruz,AGAINST,Train
#Americans turned off obamas last state of the Union address because they are sick of his lip flapping lies #Trump2016 #Cruz2016 #Honest2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Canadian born #TedCruz is so lame dog whistling about Trump's New York values. At least NY is part of the United States.   #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
The anti- #Obama tweets by Republicans such as #TedCruz and #DonaldTrump are actually seriously embarrassing to read. What idiots. #SOTU,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#TedCruz is spending a fortune going negative on me. Not nice. He thinks he meaner than me! He's DEAD wrong. #DonaldTrump,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#TedCruz has no shot. He's not natural born & will be sued by #dems and disqualified. MAKE YOUR VOTE COUNT WITH #Trump2016 #IowaCaucus #Iowa,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"@marklevinshow I like #Trump, I like #Cruz, but have no problem with #Trump2016 mentioning citizenship issue, he's trying to win a primary.",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"New Bloomberg Politics/Des Moines Register #Iowa #Poll shows #TedCruz and #DonaldTrump, locked in a tight race for first place. Rest: zip",Donald Trump,NONE,Ted Cruz,NONE,Train
"Can you imagine crazy blowhard #DonaldTrump giving a State of the Union speech? Or creepy, slimy #TedCruz with that Godawful voice? HELP!!!",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"it'll come down to #DonaldTrump & #TedCruz - to British #Twitter users, is Cruz like your PM, Cameron, in terms of politics? #2016",Donald Trump,NONE,Ted Cruz,NONE,Train
...and what exactly is wrong with NY values??? Sounds like #TedCruz is getting desperate. I applaud @realDonaldTrump 's values! #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"I'm sorry, but Democrats got Obama and Haley stating their points.  Exactly when will Conservatives have a voice?  #TedCruz2016 #Trump2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Apparently only a natural born citizen can become President. That disqualifies anyone born by Cesarean section. #Trump2016 #TedCruz,Donald Trump,NONE,Ted Cruz,NONE,Train
"IRAN & KERRY:  IRAN: ""Jump!"" KERRY: ""I'm jumping."" IRAN: ""Roll over!"" KERRY: ""I'm rolling."" IRAN: ""Good dog!""  #SOTU #Trump2016 #Cruz2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
So #TedCruz failed to disclose a Goldman Sachs loan for his 2012 Senate campaign??? #DonaldTrump just did a backflip.,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"@LarryCal1 #Cruz actually isn't ""illegal."" He's just not a ""natural born citizen,"" (continental US) making him ineligible. #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Say what you want about #DonaldTrump, but at least he can keep track of his money in #Trumo2016 campaign reports. #TedCruz is also an idiot.",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#Cruz ""Natural born"" still being debated. An AMERICAN POT""US"" BORN IN CANADA? Unheard of! Shouldn't R POT""US"" Be BORN IN The US? #TRUMP2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#SOTU speech drew 18.1 million viewers Republican debates have drawn up to 24 million viewers @realDonaldTrump #Trump2016 #Cruz2016,Donald Trump,FAVOR,Ted Cruz,NONE,Train
@tedcruz and @realDonaldTrump need to quit going negative on each other. You two are the ONLY hope for this country #Trump2016  #Cruz2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#TedCruz got million dollar loan from Goldman Sachs 4 Senate campaign & fails 2 disclose it. Did he just hand the nomination 2 #DonaldTrump?,Donald Trump,NONE,Ted Cruz,NONE,Train
For once I am really gonna look forward to what #DonaldTrump will tweet about #TedCruz and #GoldmanSachs Donald swing for the fence!,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#Cruz supporters cite law 8USC1401(d) proving eligibility #DonaldTrump supporters just rely on #Trump word which he flipped on #IowaCaucus,Donald Trump,AGAINST,Ted Cruz,NONE,Train
#TedCruz in blackface with #DuckDynasty fake hillbilly ought to rip the White Supremacist vote right out of #DonaldTrump clutches,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Do u really think that #donaldtrump won't ignore congress like @POTUS n create laws via exec order 24/7? Obama 2.0 #cruz #tedcruz #cruz2016,Donald Trump,NONE,Ted Cruz,FAVOR,Train
#DonaldTrump said eff it...damn liberal hippie's won't take my #TedCruz #birther bait. just gonna have 2 drag his ass myself. #MSNBCNews,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"18 days until #IowaCaucus: #DonaldTrump & #TedCruz are neck & neck. Meanwhile new poll has @RandPaul 5th, so he should move to main debate.",Donald Trump,NONE,Ted Cruz,NONE,Train
Would you vote for a guy that tries to force widows out of their home just to build a casino? #Trump2016 people would. #Cruz2016,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
The best way to make America Great Again is to keep #DonaldTrump out of office. His trolling of #TedCruz is despicable and infantile,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
Nikki Haley and the establishment GOP want us to cower and give up American exceptionality. WE WILL NOT COWER!! #TedCruz #DonaldTrump,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#TedCruz born in Canada is ineligible for Potus. #realdonaldtrump we need a natural born potus in WH for real change. #GOPDebate #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Didya ever stop to wonder why #DonaldTrump is deflecting attention from himself and falsely attacking #TedCruz? Hmmm? #GOP #tcot #pjnet,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"Hey #Cruz2016, stop insulting NY by saying the #Trump2016 schlong reps NY values! We don't all have dead vehicles on our lawns you moron!",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#TedCruz says #DonaldTrump embodies #NewYork values. Trump reciprocated that Ted embodies #Canadian values. ""Eh?"", was Ted's response",Donald Trump,NONE,Ted Cruz,NONE,Train
@marklevinshow I'll sacrifice some conservatism in order to have a leader who loves America and will act. #Trump2016 #TedCruz2024 VP,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Anyone else notice that @realDonaldTrump NEVER confronts anyone to their face?! If u agree Retweet. #DonaldTrump #TedCruz,Donald Trump,AGAINST,Ted Cruz,NONE,Train
GOP bluster wagging shriveled dicks over latest Iran incident. They don't care about 10 sailors #disgusting #trump #trump2016 #Cruz #McCain,Donald Trump,NONE,Ted Cruz,NONE,Train
#donaldtrump will never listen 2 Congress n will CREATE more laws via exec order than @POTUS. Trump is #obama 2.0 #Cruz2016 #CruzControl,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
Worst part abt #Trump2016 is NOT hIs ANGER -It's his appeal DESPITE lack of Intellectual Honesty &Substance IT REVEALS R IGNORANCE #TedCruz,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"#DonaldTrump is way less dangerous thatn #TedCruz for the USA & the world ! Cruz is GW #Bush ,drunk w/ its finger on the nuclear bomb bottom",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#RNC debate just in time for a peaking and slow decline of #DonaldTrump. But #TedCruz is even more dangerous for Americans than the donald.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#TedCruz is not American enough (pun intended) to know what is in America's best interest. He'd be a total disaster. #TrumpTrain #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
if #Donaldtrump thought #tedcruz was NOT eligible he would immediately sue. #trump knows he'd lose n wants 2 keep issue alive. #GOPDebate,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"#DonaldTrump, #TedCruz, and #MarcoRubio are three little pigs who suck so hard they'll blow their own house in and let the big bad wolf win",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#Trump #Cruz ticket announced would likely end the conversation. No way the two of them wouldn't leave Washington changed forever #Trump2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"@Im_ur_hklbry Is this the best argument you've got? Mark your calendar, the day you heard me say #TedCruz will get shellacked by #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
There's so disrespect for #Cruz2016 We can't take a chance if he's not eligible for #POTUS Get Obama out!!! No more Clinton/Bush #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Certain that #DonaldTrump's going to make toast of #TedCruz tonight, #ChrisChristie's bringing butter and jelly to the debate. #GOPDebate",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"I can't do an impression of #DonaldTrump, but my impression of #TedCruz is so good three of my neighbors have already moved away -",Donald Trump,NONE,Ted Cruz,AGAINST,Train
"The #TedCruz #GoldmanSachs cover up: he's done in this race. Cruz is ""Mr. Politician"" bought and sold like the rest of 'em. #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Dems on MSNBC vowing they will sue #Cruz if he's nominee. #Trump right as usual. It will be an issue. #Trump2016 #MakeAmericaGreatAgain,Donald Trump,NONE,Ted Cruz,NONE,Train
I find the fact that #Trump2016 is pulling the same #Birthers crap on #Cruz that he pulled on #Obama both tragic and hilarious. #smh #PJNET,Donald Trump,AGAINST,Ted Cruz,NONE,Train
#DonaldTrump start calmer and more relax than what we expect. Storm came from #TedCruz. Iran is the pivotal subject apparently. #GOPDebate,Donald Trump,NONE,Ted Cruz,NONE,Train
#TedCruz #Trump2016 #RepublicanDebate #GOPDebate Donald's laugh at Cruz's paperwork error was straight up bully. Well done. Steal the show.,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"I despise #TedCruz, but I'm impressed with how he handily deflected that $1M loan disclosure issue. Let's see if #DonaldTrump brings it up.",Donald Trump,NONE,Ted Cruz,AGAINST,Train
Good Counterattack from #TedCruz about #donaldtrump mother's born place.  #TedCruz plays well tonight! #GOPDebate #GOP,Donald Trump,AGAINST,Ted Cruz,NONE,Train
That's NOT true #TedCruz !   You must be born on American soil!   Being born on an American base overseas is American soil! #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#Trump2016 is brilliant in his evil. He knows that all you need to do is place that seed of doubt re: #Cruz2016, bogus as it is.  #GOPDebate",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
OMG this #GOPDebate! I seriously can't with #DonaldTrump and #TedCruz. There's no control here. Its an absolute CIRCUS SHOW.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"#DonaldTrump admits after asked why he's doing #birther attack on #Cruz now: ""Because now he's doing a little bit better!"" #GOPDebate",Donald Trump,AGAINST,Ted Cruz,NONE,Train
And #DonaldTrump just candidly admitted he started worrying about #TedCruz right to serve as prez because of Cruz' improving poll numbers,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"You know what, #DonaldTrump was honest in his reason for attacking #TedCruz eligibility for president. Can't forget the birther mess.",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#GOPDebate just degenerated into love affair between #Trump2016 and #TedCruz. Both offer each other jobs. Sane #Americans recoil in horror,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#Cruz is moping the floor with #Trump2016 wig I cannot believe the #republican leading in the polls is siding with #larrytribe what a PUSS,Donald Trump,NONE,Ted Cruz,NONE,Train
Is this an episode of Judge Judy?  #DonaldTrump & #TedCruz going at it hot & heavy (maybe they'll be undressing soon ;-) #GOPDebate,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"i'll be honest, aside from #DonaldTrump's back & forth with attorney #TedCruz, he's had some fine answers today. #GOPDebate #LeadRight2016",Donald Trump,AGAINST,Ted Cruz,NONE,Train
#Trump2016 is doing a horrible job in this debate platitudes and rambling #CRUZ handed #Trump his hat is that last exchange,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
#GOPDebate think what #Trump2016 is saying that #Cruz2016 should get a court writ saying he's eligible - debate over BEFORE general election,Donald Trump,NONE,Ted Cruz,NONE,Train
"#GOPDebate isn't about who ""owns"" whom. It's about facts, and #Trump2016's point about #Cruz's eligibility is just that - not personal.",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#GOPDebate #DonaldTrump & #tedcruz hardly going at each other..more like  a married couple arguing...like it! @realDonaldTrump @tedcruz,Donald Trump,AGAINST,Ted Cruz,NONE,Train
"Our strength is in our unity! Peace, Love & Hard work. #Fiorina #Trump2016 #TedCruz2016 let's make America Great again!",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Holy shit! I don't like #DonaldTrump but he just OWNED #TedCruz on that whole New York speech. #GOPDebate,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"@FoxBusiness Where does @SenTedCruz get off with ""New York"" values. #FuckYou #TedCruz. Very insulting, idiot Cruz. what an ass. #DonaldTrump",Donald Trump,NONE,Ted Cruz,NONE,Train
