Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
"Prediction: @WPJohnWagner says #HillaryClinton easily won Iowa debate; #BernieSanders was shouting, went negative & seemed desperate, weak.",Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
#Hillary #Sanders....It because of Idiots just like these 2 that are Country is in a World of shit already,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
"When I say I want a woman 4 POTUS, I mean I don't want a bully, I want a feminine, peacful personality, not like #Hillary. #BernieOrBust",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
Know what pisses me off?  Hearing the only reason I sprt #Bernie is because I am an angry white voter. NO! I don't TRUST #hillary #inners,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
Color me skeptical when I don't believe polls showing #Sanders beating @GOP opponents by 19 POINTS in General match-ups. #Hillary2016,Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
Kiss my ass #Bernie.... Your #Socialist party IS destroying  the middle class.... Living wage is a friggin red herring ! #DemDebate #Hillary,Bernie Sanders,NONE,Hillary Clinton,AGAINST,Train
"#BernieSanders faced serious scrutiny this week, but @ThisWeekABC still calls it a rough week for #Hillary, cites discredited @CNN poll",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
I don't think if OMalley dropped out he would give his support to #Sanders. He supported #Hillary before . . . but a tweeple thinks so. Well,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"Hate to break it to #WaPo & #DNC but the ""old white"" out-of-touch peeps these days look/sound alot like #Hillary & #BernieSanders ... #LOL",Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
I took a huge gulp of water right before roll and I choked trying to say here in time #Hillary2016 #Trump2016 #Bernie2016 #BellLetsTalk,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
Don't worry about Trump. He will lose either way. Focus on the #Hillary supporters. We need them to see what #BernieSanders is all about.,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
Wouldve been really wiser on #HillaryClinton to have come out clean & said it was a mistake as to how her campaign attacked #Sanders on HC,Bernie Sanders,NONE,Hillary Clinton,AGAINST,Train
Thanks #trump as your moronic ad just drove me straight back to #Hillary reminding me why She will beat you. #Bernie will be a great VP. #H.,Bernie Sanders,FAVOR,Hillary Clinton,FAVOR,Train
"Prediction: @JamesFallows says #HillaryClinton won the IA debate, gave another great performance, #BernieSanders went negative, lost ground",Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
"Not taking WallStreet money is why #BernieSanders is going to win, this held Obama back, & #Hillary, time for more change #inequality too hi",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
When progressive organizations poll their members to see who to support #BernieSanders wins! When the big shots decide #HillaryClinton wins,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"#Hillary2016 learns that #Bernie2016 is going to tax & redistribute ""her"" voter data & that Hillary can shut the bleep up about it & be fair",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
@ABswl15 @MattMurph24 / If #BernieSanders really wants more debates I think #Hillary should call his bluff. Sounds more like bluster to me.,Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
Who is this fool Francescs Chambers on @hardball saying #Hillary supporters don't think #bernie would tear up the ACA! He would! We know!,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
"@RogerJStoneJr Great choices the Dem's have, the communist #BernieSanders or the criminal, liar, and Bill Clintons cover up queen #Hillary",Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
"#Hillary2016 sleaze continues re #Bernie2016, accusing B of busing in voters to #Iowa.Just like she accused @POTUS of selling drugs in 2008.",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
Amazing #Democrats next debate on Saturday night. Says a lot when your party hides their candidates. I'd hide #Hillary and #Bernie too,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
The #GOP's biggest mistake may have been assuming they would be facing #HillaryClinton in the general election. #Sanders may be tougher!,Bernie Sanders,FAVOR,Hillary Clinton,NONE,Train
#Republican candidates on #CNN every single day. #Democratic candidates? Maybe once a week #Hillary or #Bernie . What does that tell you?,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
I don't have a clue what #Hillary's health care plan is. Am I an ignorant fool? All along #Bernie2016 has said Medicare4All. WTFisHers?,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
I'm amazed how many on Left  bolster their hatred of #Hillary or #Bernie using RW media memes. Don't you see how you're being manipulated?,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
How are we any diff than GOP that we claim harm America if we act like them by unfair/vicious attacks for our fav? #Hillary2016 #Bernie2016,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
@CNN #potus #Bernie2016 #Hillary2016 I do not blame Islam i don't think isis are true muslims i just think isis will sneak soldiers  in 2 us,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
All #HillaryClinton talks about is fighting all #BernieSanders talks about is building. The age of warriors is dead. Lets build America.,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
You think #democrats #Bernie2016 stealing from #Hillary2016 is something? Think how they would steal from the country if elected!,Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
@anthony45339755 I think people should care more about electing a candidate that isn't corrupt over their gender #Hillary2016 #BernieOrBust,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"#Hillary2016 I will vote for #TedCruz before I ever vote for #BernieSanders talks false Hopes,socialism,lets all go on welfare with bernie",Bernie Sanders,NONE,Hillary Clinton,AGAINST,Train
Now I have to go to work after that BULLCRAP @iowademocrats pulled last night. Was #HillaryClinton ASSURED before her speech? #BernieSanders,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"#Hillary if we didn't fund the ""moderate rebels"" who turned into ISIS we wouldn't have the nightmare in Syria. #DemDebate #BernieOrBust",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"@SenSanders: ""I'm going to break up the big banks."" What does that mean? WHAT DOES THAT MEAN?? #BernieSanders #HillaryClinton #Election2016",Bernie Sanders,AGAINST,Hillary Clinton,NONE,Train
"#Sanders is for revolutionary change, #Hillary is for evolutionary change. He says what we want, but she says what's realistic and doable.",Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
It is interesting that the cameras at #Bernie and #Hillary rallies actual move and show crowds Makes your go hmmm #tcot #Trump2016,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
Nor should Bernie supporters; Iowa & NH were always going to favor their candidate somewhat over @HillaryClinton #Bernie2016 #Hillary2016,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
Is #BernieSanders using dirty tricks 2 smear #HillaryClinton? 1st a negative ad they put up and then pulled and now voter files Infringement,Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
How can you trust someone who's made more than $3million from the #healthcare industry? Shame on you #Hillary. Pay my premiums! #Bernie2016,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
#Bernie2016 #Hillary2016 Please DO NOT SHOP ON THANKSGIVING. Workers deserve holiday off. Stop corporate greed and erosion of our culture.,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
"#Hillary left audience cold in Iowa City on Thurs, spoke for less than 5 mins to the crowd. Cheques must've lacked a few zeros #Bernie2016",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"Have to say, #Hillary is making a huge mistake by complaining Re: #Sanders. Run ur campaign and stop whining. Risky strategy at play here",Bernie Sanders,NONE,Hillary Clinton,AGAINST,Train
@Katlaya We need a pres. that isnt gonna be always battlin it out n the hospital instead of running this country #BernieSanders #Hillary2016,Bernie Sanders,AGAINST,Hillary Clinton,NONE,Train
. @ZeitgeistGhost @WayneEdH No matter - they aren't true Dems in that case - just like #Bernie! We will win WH with #Hillary w/out them.,Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
#HillaryClinton camp saying impossible to get #BernieSanders ideas through the House so it's a waist of time. Wow must think America sucks!,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
Yo Iowa Dems. Maybe less huff huff puff puff & finish counting those caucuses votes? Ppl need to go to sleep #HillaryClinton #BernieSanders,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
"#MartinOMalley = most likable, #BernieSanders = says what I want to hear,   #HillaryClinton = the best candidate. It's a Chinese food menu.",Bernie Sanders,FAVOR,Hillary Clinton,FAVOR,Train
"@davidsirota This is #Hillary campaign's attempt to divide Dems by race. Shame on them. #Bernie has always cared, always lifted ppl up",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
The best we can hope for is that #HillaryClinton maniacally cackles her way into a stroke and #BernieSanders chokes on free socialist bread.,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
"@DonaldFTurner I've noticed a recent uptick in #Hillary fans accusing #Bernie supporters of being ""paid GOP Koch trolls"". LOLZ.",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
"@abcnews #HillaryClinton helping to reduce education talks about more aid which #Sanders argues too much spent on buildings, VP's, Stadiums",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
"#HillaryClinton knows more about foreign policy than #BernieSanders. i really don't think she is in favor of regime change, just outing isis",Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
"I would never vote for either however, I would take #sanders over #Hillary at least he's upfront and honest about who he is.",Bernie Sanders,AGAINST,Hillary Clinton,NONE,Train
#BernieSanders #HillaryClinton #MartinOMalley Stop worrying about who leads and join together in solidarity. Think what you could accomplish,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
"Legal news: fmwilliams25-- Legal news: Trump16US-- #BernieSanders wants to ""continue #BarackObama 's agenda"" & #HillaryClinton wants to ""no",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
Lmao #HillaryClinton totally #falseflag #BernieSanders with that data. She makes an easy antichrist to beat so idgaf.  Bernie is such a cuck,Bernie Sanders,AGAINST,Hillary Clinton,NONE,Train
#HillaryClinton #BernieSanders  dem debate CRIMINAL love fest...#ABC Debate team...Anti Catholic discrimination continues with OMalley.,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
#HillaryClinton is losing my support over Healthcare. #BernieSanders is right. Obamacare not enought; we need Universal Health Coverage,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"Just soreading news, there is democratic debate sunday night, lets feel the bern #bernie #irandeal #HillaryLies",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"One day I will serve the people of this great nation with honesty, integrity, & consistency just like #BernieSanders #Hillary2016 #NOHillary",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"I finally disagree with #Bernie2016 on something--#Hillary2016's emails. After 40 years of Clinton scandals, I'm getting tired of all this!!",Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
"#Hillary > #Bernie When Sanders was 30yrs old he wrote papers saying ""women fantasize about abusive gang rape"" @KingBillyV @CherokeeNative3",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
It's like WE'RE the Donald Trumps of the Democrats. Just tearing each other down. #BernieSanders #HillaryClinton,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
@DavidCornDC  abs RIGHT ON #bernie has never weathered a GOPee storm like #Hillary and Bubba have  and @HillaryClinton has beaten them 25yrs,Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
#HillaryClinton has played the gender card against #BernieSanders (as she played the race card against Obama) and believe her promises?,Bernie Sanders,NONE,Hillary Clinton,AGAINST,Train
Looks like with who we have so far running for #president that it's a great time to move to Costa Rica! #Hillary2016 #Bernie2016 #Trump2016,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
Amazing the record turnouts being reported across Iowa; #Trump and #Bernie effect? What're the chances this is good news for #Hillary2016 ?,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
#OMalley says #Hillary & #Bernie are inconsistent on gun control. Wrong. There has been no evidence put forth indicating that for Hillary.,Bernie Sanders,NONE,Hillary Clinton,FAVOR,Train
#BernieSanders says a person who works 8hours should get $120 but #HillaryClinton says to give $24 of that to people who don't work at all.,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
#DemDebate #Bernie2016 #Hillary2016 Raising minimum wage will kill small biz & raise costs on consumers. Costs always passed to consumers.,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
the rise and momentum of #BernieSanders has really given me alot to think about going forward. i thought i would support #Hillary hands down,Bernie Sanders,NONE,Hillary Clinton,AGAINST,Train
Thru-out History the youth have always lead Humanity forward! #Hillary2016's #Trump2016's voters are older.Time To Move FORWARD!#Bernie2016!,Bernie Sanders,NONE,Hillary Clinton,FAVOR,Train
Senator #Bernie Sanders might have a point about #Hillary Clintons close ties do Wall Street. Beholding to WS campaign money,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
Who with a good brain behind their eyes would want total government oversight of EVERY aspect of their lives? #hillary #sanders #dems,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
TDC - POLITICS Where has #BernieSanders gone... Has he become #Waldo or just afraid of #HillaryClinton? His voters must love him now...,Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
@flyada1 This entire incident came about due to nefarious deeds by #BernieSanders team & some #HillaryClinton is the victim? The Bad person?,Bernie Sanders,NONE,Hillary Clinton,AGAINST,Train
"#HillaryClinton fans say the #GOP will have a field day if #BernieSanders is nominated. Uh, they've been ragging on Hillary 24x7 since 1992",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
@ABC #HillaryClinton #BernieSanders #MartinOMalley  It's like they didn't want anyone2watch&know anything about it!!MiddleOfTheNight!!LMFDAO,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
"@PIRATE1775 #BernieSanders learning what happens when you challenge #Hillary ,even if poorly  .Careful Bernie....remember Vince Foster?",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
"In a year, #BernieSanders has gone from 3.6% to 30.7%. That's a HUGE gain.  #HillaryClinton has gone from 61.7% to 54.7%. Not a huge loss.",Bernie Sanders,FAVOR,Hillary Clinton,NONE,Train
#BernieSanders fans are hateful about #HillaryClinton! What's she done except work all her live for people of color & folks in need! #maddow,Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
"#Bernie twice declined to attack #Hillary on corrupt #Emails, declined to attack on #ArabSpring butchery, now won't attack her dirty tactics",Bernie Sanders,NONE,Hillary Clinton,AGAINST,Train
"#HillaryClinton played coy when we asked for more debates. ""Let's not break the rules."" Suddenly it's like, cmon #Bernie! Forget #DNC rules!",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
$2 m in 7 months for cosying up to greedy #WallStreet?? #HillaryClinton forgoes moral high ground this time. #BernieSanders a better choice,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"#Hillary > #Bernie Then you turn around & pretend to be scared Dems won't turn up to vote? Please, stop tweeting. @Luminate_Design @WayneEdH",Bernie Sanders,NONE,Hillary Clinton,FAVOR,Train
"Often wonder aft listening to ppl singing #BHO #Hillary & #Bernie 's praises what am I missing here? They're destroyers, frauds & liars",Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
There is SO MUCH SH*T to deal with in this country we have no time to waste on defending all #hillary lies. #BernieOrBust #HillNoWay,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"@DobbaDobba #bernie people spread the word. Let's turn up the heat! I dedicate Nelly ""It's getting hot in here"" to #hillary",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
Conservative Republicans should be doing everything they can to stop #Hillary & #Bernie instead of continuously attacking each other...#tcot,Bernie Sanders,FAVOR,Hillary Clinton,NONE,Train
It's bad #HillaryClinton wasn't paid by #NRA else she wouldn't have that last shred f bite to attack #BernieSanders on  #DemDebate,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
The thing I like most about #Hillary is #BillClinton. The thing I like most about #Bernie is his hair. I relate to that hair. #Decision2016,Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
@ariannahuff You really should cover #Bernie2016 more than that unlikable #HillaryForPrison2016 you lose credibility for every lie you push.,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
Isn't it coincidence that #HillaryClinton talks about how religious she is meanwhile media talks about non-religiosity of #BernieSanders?,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
When does #OMalley bow out of the race? He's taking up airtime better spent hearing more from #BernieSanders & #HillaryClinton #DemTownHall,Bernie Sanders,FAVOR,Hillary Clinton,FAVOR,Train
"@Magic_8_Jack  No thank you, As much as I like #Bernie , I'd rather feel reality & KEEP the White House in the Dems' sane hands #Hillary2016",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
Calling oneself a progressive while saying single-payer healthcare will 'never ever happen' seems false #Hillary  #Bernie2016 #notmeus,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
This Primary is simple in the Corporate right corner you have #Hillary in Progressive left corner you have #Bernie now you will choose.,Bernie Sanders,AGAINST,Hillary Clinton,NONE,Train
What's with Bernie raising his hand... Is he having Flashback of being in Grade School again #DemDebate #BernieSanders #HillaryClinton,Bernie Sanders,AGAINST,Hillary Clinton,NONE,Train
PP endorsing #Hillary way early in election is obvious leaning toward establishment politics. #Bernie isnt dismissing their importance/value,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
#HillaryClinton is highly overrated among black Americans. Do your homework black America & compare Hillary to #BernieSanders #Election2016,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
People who support #Bernie or #Hillary liberals progressives Americans in general need to grasp how dangerous failure in 2016 would be.,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
"Whether #BernieSanders wins the #IowaCaucus or not, he still wins because it's so close he & #HillaryClinton will probably split delegates.",Bernie Sanders,NONE,Hillary Clinton,AGAINST,Train
"@realDonaldTrump just want 2 give U the heads up. When either #Hillary2016 or #Bernie2016 become pres, im going 2 taunt the fuck out of you.",Bernie Sanders,FAVOR,Hillary Clinton,FAVOR,Train
#BernieSanders is on the path to victory.Democrats don't need a flip flopping liar like #HillaryClinton as the nominee...nothing personal.,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
Lets see what america has for us tonight! #demdebate . Go #BernieSanders ...#hillaryclinton is just 1 part of that corrupt govt. Clean house,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
".@nytimes:#Hillary advisers, Bill think she made ""serious miscalculations"" not attacking #Bernie earlier be4 he sparked ""political movement""",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
Has @HillaryClinton ever been authentic? Is her brain just a collection of focus groups telling her mouth what to say? #Bernie2016 #Hillary,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"Bottom line, I'll take either one as president, they'll have their strengths and weaknesses, but should do a good job. #Hillary #Bernie",Bernie Sanders,FAVOR,Hillary Clinton,FAVOR,Train
.@GottaLaff It happens only to #Hillary2016. #Bernie2016's strong pro-gun control but doesn't think mfgr be responsible for consumers misuse,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
.@dtv24681 @AllenWest #MSM kiss up to #Hillary the Queen though she's the most corrupt souless cand & #Bernie for God's sake is a Socialist,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
I like #Hillary more than #Bernie because she has experience with #foreign affairs. #Bernie needs to express his position on #world events,Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
I think President Obama is lowkey supporting Bernie Sanders over Hillary Clinton for president. Anybody agree? #SOTU #Obama #Bernie #Hillary,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
"#BernieSanders gives good speeches, Simon & Garfunkel brings tears to eyes but #HillaryClinton can actually get things done! #IowaCaucus",Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
"It's true, despite #Bernie's shock at #Hillary; he's been critical of #Obama. I recall it. But, will this in-fighting work? #DemDebate",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
"If past is prolog, #BernieSanders' presidency will be him making great, moving speeches but won't change anything! #Hillary2016",Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
#BernieSanders Rally chant: 'She's a liar!'... Gee will #LIBERALS call THEM #RWNJ because they see #HillaryClinton as a liar also?,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
"I'm assuming that many US media outlets will declare #HillaryClinton's position ""strong"" after each #Sanders2016 victory, but not vice-versa",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"#HillaryLies just adopted #BernieSanders platform for her first 100 days work, until she got to healthcare, there even her lies fall short.",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
Stupid liberals are more concerned about illegal invaders and mysterious refugees than American citizens. #Hillary2016 #Bernie2016,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
"#Rule28 or not, I think its pretty shitty that everyones hard work on both sides came down to a couple coin flips. #Hillary2016 #Bernie2016",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
I'll run for President only if Bernie Sanders beats Hillary Clinton - Bloomberg says. Someone is paying this guy. #Bernie2016 #Hillary2016,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
"#DemDebate need to help white working class see,they have been voting against their self interest. #Hillary2016 #Bernie2016 have it together",Bernie Sanders,FAVOR,Hillary Clinton,FAVOR,Train
#BernieBros don't understand the attributes of a REAL candidate-like publicly humiliating a 12 year old rape victim in court. #Hillary2016,Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
Many #unions have top down power structures & they invariably support #Hillary. Those that do not support #Bernie2016 .  #IowaCaucus,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
#BernieSanders is finally getting sick of #HillaryClinton attacks. She is having deja vu all over again and sees a repeat of '08 coming ,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
I already know #Hillary supporters who said point blank they wouldn't vote for #Bernie in the general and would go #Trump or STAY HOME!,Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
We support #Hillary & #Bernie - Dems are blessed with 2 great candidates. Those who pull down one or the other are defeatists. #UNITEBLUE,Bernie Sanders,FAVOR,Hillary Clinton,FAVOR,Train
"Sorry #HillaryClinton, can't believe you give a crap about reigning in Wall Street when you take so much money from them.  #Bernie2016",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
#DNC fears Washington will be accountable 2 American people if #BernieSanders gets the nod Thats why scumbag #Hillaryclinton is their choice,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"Prediction: @FrankBruni says #HillaryClinton won IA debate, look poised, confident; #BernieSanders went negative to no effect, looked weak.",Bernie Sanders,FAVOR,Hillary Clinton,NONE,Train
@Salon  #hillary right make fixes if need b what we fought. not go back try game play into gop hands too hard fought #bernie too pie in sky,Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
".@bscovy1 ""And I promise to plant that tree in a sun-drenched field of Acapulco gold...."" continued #Bernie. #Hillary agreed. @AppSame",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
"...Because come November, you know where your priorities lie. Hoping that we all can see the forest AND the trees. #inners #Bernie #Hillary",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
"Campaign Finance? #BernieSanders Authored reform  #HillaryClinton Supports Reform but taking 1 billion from banks, other corps etc",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"Why am I not seeing headlines saying #HillaryClinton follows suit, repeats #BernieSanders WORD FOR WORD regarding private prisons? #topprog",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
Young people support #Bernie over #Hillary two to one. There are very good reasons for that. But the Dem Party hates to admit it. #DemDebate,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
"What? #Hillary said I don't like #Bernie2016 universal healthcare plan, b/c I want AMA to be the path to universal healthcare.  #DemDebate",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
#BernieSanders helping #HillaryClinton by telling Donald Trump to stop talking about Bill Clinton's sex life. You're a fool protecting her,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
When #BernieSanders supporters trash #HillaryClinton it feels like they're #meangirls Trashing my candidate doesn't help your cause,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
"I have posted tweets supportive of both #Hillary & #Bernie, and I'll be proud to support whichever one of them gets the nomination.",Bernie Sanders,FAVOR,Hillary Clinton,FAVOR,Train
"@JoyAnnReid  #BernieSanders peeps have been up n arms over debate skeds, but data breaches r no big deal? Mmkay.   @taddevine #Hillary2016",Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
#msnbc says #Hillary2016 benefits from #ParisAttacks cause of State Department expernce? She helped create it with her VOTES! #Bernie2016,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
"It's sickening to watch #CNN cover and analyze  the #DemDebate knowing Time Warner gave #HillaryClinton over $400,000 #Bernie2016",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
so far I havent heard a single word from Clinton supporters about that HUGE HUGE question. #BernieSanders #HillaryClinton,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
Legal news: Berry6189-- RT Trump16US: #BernieSanders wants 'to continue #BarackObama 's agenda' and #HillaryClinton wants to 'nominate him ,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
"#Hillary should/will be indicted, leaving #Sanders a #Socialist! Review hx of failed Socialist countries,Socialism is wrong for our country!",Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
All we need is #Bernie supporters to vote #Hillary in the general election until then they can go back to smoking weed & pretending its 1969,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
#Hillary2016 trolls have been creating closed Facebook groups to allure #Bernie2016 supporters to waste their time. Don't fall for it.,Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
Legal news: Erna7790-- RT Trump16US: #BernieSanders wants 'to continue #BarackObama 's agenda' and #HillaryClinton wants to 'nominate him t,Bernie Sanders,NONE,Hillary Clinton,NONE,Train
If you're looking for a witchhunt against the rich #Bernie is the candidate for you. But if you want progress & real solutions vote #Hillary,Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
"No good deed goes unpunished...just sent to collection again. Medical , when my,husband already pays 1300/mo #Sanders2016  #HillaryClinton",Bernie Sanders,NONE,Hillary Clinton,NONE,Train
"While there was wrongful action on both sides, so far no evidence of misconduct by #Bernie or #Hillary themselves. Focus on real enemy, GOP.",Bernie Sanders,FAVOR,Hillary Clinton,FAVOR,Train
Just the simple fact that #Hillary2016 and #Sanders2016 have a voter base let's me know who is #uninformed and only #educated with what #Fed,Bernie Sanders,AGAINST,Hillary Clinton,NONE,Train
"Some say I should support the dem winner, after name calling and personal threats from Hillary Clinton supporters. #Bernie2016 #Hillary2016",Bernie Sanders,FAVOR,Hillary Clinton,AGAINST,Train
Nothing (literally can't think of anything) says entitlement like declaring victory before polls even project it #Hillary #Bernie #elections,Bernie Sanders,NONE,Hillary Clinton,AGAINST,Train
There are lots of people from the black community who give $ to #Bernie2016 But how many #HillaryWallSt donors live in your neighborhood?,Bernie Sanders,NONE,Hillary Clinton,AGAINST,Train
"@beladonnarogers the west is to bad #hillary ,#sanders and #obama isnt..the liberal media even treats them better than their victims",Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
Tonight a #HillaryClinton supporter with a rude #BernieSanders hashtag twitter-screamed at me that we're destroying her party. Mirror?,Bernie Sanders,FAVOR,Hillary Clinton,FAVOR,Train
"#Hillary > #Bernie Snowden isn't a ""whistleblower"" he's a fucking TRAITOR who gave US SECRETS to foreign govts. You're not smart @KingBillyV",Bernie Sanders,AGAINST,Hillary Clinton,FAVOR,Train
Todays' candidates closest match to figures from 1935:  #Hillary - Stalin #Bernie - Lenin #Trump - Mussolini #Cruz - Churchill,Bernie Sanders,AGAINST,Hillary Clinton,AGAINST,Train
